<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPBEX.TSLA,D,20220816,000000,927.3400000,943.8600000,908.6500000,919.2200000,147856
SPBEX.TSLA,D,20220817,000000,919.4900000,928.6900000,900.2000000,912.1300000,104246
SPBEX.TSLA,D,20220818,000000,912.1500000,922.9900000,905.7700000,908.8000000,85812
SPBEX.TSLA,D,20220819,000000,908.8000000,909.2000000,877.6000000,890.1200000,114518
SPBEX.TSLA,D,20220820,000000,890.1200000,890.2100000,885.8700000,886.6000000,1644
SPBEX.TSLA,D,20220822,000000,877.8600000,883.0200000,858.8900000,867.8600000,54238
SPBEX.TSLA,D,20220823,000000,863.2400000,897.7000000,858.0000000,893.3900000,64880
SPBEX.TSLA,D,20220824,000000,883.0200000,910.9400000,883.0200000,893.8600000,59704
SPBEX.TSLA,D,20220901,000000,274.0700000,279.1000000,266.1500000,278.8000000,106560
SPBEX.TSLA,D,20220902,000000,278.8000000,282.5600000,269.0800000,270.0600000,92385
SPBEX.TSLA,D,20220903,000000,270.0200000,270.0200000,269.2000000,269.7000000,1631
SPBEX.TSLA,D,20220906,000000,272.0500000,276.9400000,265.7700000,274.0900000,96716
SPBEX.TSLA,D,20220907,000000,274.0100000,283.8300000,272.2500000,283.1700000,82942
SPBEX.TSLA,D,20220908,000000,283.2400000,290.0000000,279.7600000,289.2600000,98598
SPBEX.TSLA,D,20220909,000000,289.2600000,299.9000000,289.1800000,299.9000000,109924
SPBEX.TSLA,D,20220910,000000,299.9000000,299.9300000,299.0800000,299.3300000,1084
SPBEX.TSLA,D,20220912,000000,302.2600000,305.4900000,296.5000000,304.6000000,79166
SPBEX.TSLA,D,20220913,000000,304.5700000,306.9900000,290.6100000,291.8000000,110093
SPBEX.TSLA,D,20220914,000000,291.6900000,305.9000000,289.2500000,303.0000000,184324
SPBEX.TSLA,D,20220915,000000,303.0100000,309.1000000,300.7600000,302.3500000,117366
SPBEX.TSLA,D,20220916,000000,302.3100000,303.7800000,295.6100000,303.3900000,123660
SPBEX.TSLA,D,20220917,000000,303.3700000,303.4900000,303.1100000,303.2500000,1416
SPBEX.TSLA,D,20220919,000000,300.4200000,309.8400000,297.8000000,309.2300000,150580
SPBEX.TSLA,D,20220920,000000,309.2200000,313.3100000,305.6200000,308.4600000,125967
SPBEX.TSLA,D,20220921,000000,308.4600000,313.7400000,299.7000000,300.2100000,144641
SPBEX.TSLA,D,20220922,000000,300.4200000,305.4900000,285.8700000,288.5900000,124996
SPBEX.TSLA,D,20220923,000000,288.7000000,288.9300000,272.9000000,275.1200000,108417
SPBEX.TSLA,D,20220924,000000,274.9900000,275.4300000,274.8600000,275.4300000,1412
SPBEX.TSLA,D,20220926,000000,271.9500000,284.0500000,269.9800000,275.6100000,80051
SPBEX.TSLA,D,20220927,000000,275.6500000,288.6200000,275.1900000,283.6600000,84714
SPBEX.TSLA,D,20220928,000000,283.6700000,288.9300000,274.5000000,287.3000000,76221
SPBEX.TSLA,D,20220929,000000,287.3000000,289.0000000,265.8100000,268.1100000,75286
SPBEX.TSLA,D,20220930,000000,268.1800000,275.5500000,262.5400000,266.0900000,66112
SPBEX.TSLA,D,20221001,000000,266.0900000,266.5700000,265.7500000,266.5700000,1259
SPBEX.TSLA,D,20221003,000000,260.4900000,265.8200000,241.0200000,243.2400000,88999
SPBEX.TSLA,D,20221004,000000,243.3800000,256.8300000,242.0600000,248.6900000,59586
SPBEX.TSLA,D,20221005,000000,248.7300000,249.6300000,233.3000000,240.6300000,59985
SPBEX.TSLA,D,20221006,000000,240.6500000,244.5700000,234.0000000,237.0900000,45813
SPBEX.TSLA,D,20221007,000000,237.5000000,239.7300000,222.0800000,222.4800000,39081
SPBEX.TSLA,D,20221008,000000,222.4700000,223.0000000,221.8900000,222.1800000,652
SPBEX.TSLA,D,20221010,000000,222.7300000,226.9800000,218.0000000,222.7400000,45184
SPBEX.TSLA,D,20221011,000000,222.6400000,225.6200000,215.0100000,216.9000000,37700
SPBEX.TSLA,D,20221012,000000,216.9500000,220.1000000,211.6100000,217.2800000,44606
SPBEX.TSLA,D,20221013,000000,217.2400000,222.9000000,206.3800000,221.4000000,70177
SPBEX.TSLA,D,20221014,000000,221.6300000,226.2300000,204.1900000,204.6800000,85350
SPBEX.TSLA,D,20221015,000000,204.6300000,204.7300000,203.6000000,204.2500000,1076
SPBEX.TSLA,D,20221017,000000,207.8600000,221.8000000,206.5000000,220.4100000,51985
SPBEX.TSLA,D,20221018,000000,220.3700000,232.0000000,217.2500000,224.0800000,57232
SPBEX.TSLA,D,20221019,000000,224.0400000,228.2000000,206.0000000,214.5000000,59492
SPBEX.TSLA,D,20221020,000000,214.2400000,218.5000000,202.0900000,206.6000000,75456
SPBEX.TSLA,D,20221021,000000,206.6000000,214.6200000,203.0200000,214.3600000,50565
SPBEX.TSLA,D,20221022,000000,214.4300000,214.8500000,214.2000000,214.5000000,548
SPBEX.TSLA,D,20221024,000000,213.6700000,218.6400000,198.6200000,211.1000000,51998
SPBEX.TSLA,D,20221025,000000,211.1500000,224.2800000,208.6400000,219.3700000,45565
SPBEX.TSLA,D,20221026,000000,219.0100000,230.4100000,217.6000000,224.5000000,51472
SPBEX.TSLA,D,20221027,000000,224.6000000,233.7800000,217.6800000,221.0400000,38024
SPBEX.TSLA,D,20221028,000000,221.4000000,228.8200000,216.5000000,228.7000000,23459
SPBEX.TSLA,D,20221029,000000,228.7300000,228.7300000,228.3100000,228.3700000,272
SPBEX.TSLA,D,20221031,000000,229.8600000,229.8900000,222.1000000,227.6100000,23053
SPBEX.TSLA,D,20221101,000000,227.6100000,237.2300000,226.6800000,227.3500000,26849
SPBEX.TSLA,D,20221102,000000,227.3800000,229.0600000,223.5000000,227.4100000,5370
